,(1 + c)^(1/2) x e^(c) x e^(h),(1 + c)^(1/2) x e^(c) x e^(g),c x e^(e) x e^(i),(1 + c)^(1/2) x e^(c) x e^(i),e^(b) x (1 + c)^(1/2) x e^(c)
0,1.2722257653425355,1.7812581137451338,0.2695806091757049,3.811277313399784,1.7827759320792458
1,0.6016181506895713,0.6903069765003738,-0.2338921011847775,1.5646924297852116,0.8060357217634416
2,0.4985081122209728,0.3456559659935578,-0.29271003432013576,1.125594517389616,0.3843396840267579
3,0.5388834236601423,0.36170439062963416,-0.2225002772327824,1.0563461450548042,0.3864017535982005
4,0.3701969347346953,0.2515267046963645,-0.31775349476738296,0.6300078103928033,0.2426490799486081
5,0.5914047457057965,0.4983493086643633,-0.2114616659950612,1.335348258143428,0.4936582714912633
6,0.4629467424744069,0.25156853752915265,-0.2833079450152848,0.9074912779038024,0.3003150132073293
7,0.4457484646482588,0.2179457059322536,-0.2586275548801709,0.7585827646040857,0.2441399320887199
8,1.2661453444241109,1.6747450642981017,0.2658634318954833,3.7930618590884357,1.7742554097273342
9,1.2183688824830183,1.5536992723793914,0.2361260136537104,3.649935261222713,1.6838818470298706
10,1.2540573216524364,1.5543785325534998,0.2584290773350401,3.7568490985795817,1.7452196098948614
11,1.3599587448928192,1.6652245646766513,0.32162109109880754,4.07410386801443,1.9123097943653875
12,1.2540573216524364,1.5670577710498743,0.2584290773350401,3.7568490985795817,1.7512575635238836
13,1.2783305886549945,1.690862627516897,0.2732977864559265,3.8295658713168783,1.8351659175989945
14,1.2361058888904035,1.5383642750607105,0.2472775454943752,3.703070995437225,1.7261888670155168
15,1.9062149472053609,5.153712445360139,0.1913594490272667,1.8428574298397609,3.1746908027433847
16,0.7106014855736825,1.7077144967514706,-0.13146704783887606,0.6869829812553416,1.1591937629357114
17,0.5813091691455987,1.4549143132722857,-0.24288750047813065,0.5619879977147899,0.998702631405894
18,0.7183335403330237,1.4496348322278148,-0.12527702269225074,0.6944580430693672,1.2088029949197174
19,0.7619692961204272,0.9756403299853552,-0.09123188438581192,0.7366434623356377,0.7770976402765701
20,0.6654661641957987,1.5607397058915644,-0.16860719871862767,0.6433478379723749,1.0706712578551971
21,0.6508874429932383,0.6170411198207998,-0.18098724901187813,0.6292536747065328,0.5105621206183103
22,0.5388834236601423,1.3652663763328967,-0.2831226639311949,0.5209723712247197,0.9099638653435628
23,0.6691466905712599,1.6747561357441183,-0.16551218614531496,0.6469060334354225,1.1182807197484848
24,0.6084933620577957,1.4682807599869183,-0.2181273998916297,0.588268660321011,0.9823945632900992
25,0.5420724863071668,1.3845484326211224,-0.2800276513578823,0.5240554379071574,0.9507931057952906
26,0.6618000400969827,0.7086932068096949,-0.17170221129194022,0.6398035660925836,0.5281644734940996
27,0.6050490880278405,1.4659122786866792,-0.2212224124649423,0.5849388648035577,0.9768338845834874
28,0.6840141033119762,0.7848495046229821,-0.15313213585206456,0.6612792929001495,0.5554016317222175
29,0.6654661641957987,1.6587926899451806,-0.16860719871862767,0.6433478379723749,1.0930896513524149
30,0.6436832219794708,0.6102115202492839,-0.18717727415850344,0.6222889028475705,0.5049110631308942
31,0.6154221663753522,0.6563575820927514,-0.2119373747450045,0.5949671696025769,0.5154834037114971
32,0.9235510975997951,1.4429608172787642,0.0232835808267554,0.8928547142826968,0.9099125390396868
33,0.625916940297756,0.5210428419852152,-0.2026523370250665,0.6051131251390943,0.4978048944816535
34,0.6654661641957987,0.6082151191288062,-0.16860719871862767,0.6433478379723749,0.5384782099624615
35,0.6618000400969827,0.6428648137838815,-0.17170221129194022,0.6398035660925836,0.5429610842453236
36,0.6365350857027465,1.3432597940077369,-0.19336729930512864,0.6153783516180878,1.0491850431370544
37,0.9141946295227836,1.2390489478491815,0.01709355568013014,0.8838092303313417,0.8791800172202188
38,0.7106014855736825,0.8220072748491959,-0.13146704783887606,0.6869829812553416,0.5850162977931427
39,0.5982004886653732,0.5249729272687681,-0.22741243761156754,0.5783178946775905,0.4349013807524304
40,0.8463509635963538,0.955466334715108,-0.02933163291955927,0.818220507504787,0.7781985532342156
41,0.6545107431777815,0.5426369946661087,-0.17789223643856547,0.6327565460251187,0.531445671924783
42,0.6840141033119762,0.6698632326402705,-0.15313213585206456,0.6612792929001495,0.5631277255701372
43,0.8419706358067793,0.9543901555353558,-0.03242664549287196,0.8139857701662802,0.7931155225786686
44,0.8160516157635563,0.9101022725955557,-0.05099672093274775,0.7889282294462022,0.7426047722355492
45,3.1569657075056465,0.7472060509929449,0.4565853410905234,1.745139915707058,5.502111717655616
46,3.0437314265490394,0.7204052087444992,0.4318252405040224,1.6825451073269897,5.304761565067512
47,2.2356440632923045,0.5291431477975522,0.2275544106653889,1.2358422782005902,3.9098684034408655
48,1.6989846961188722,0.4037607436756662,0.1399280965155463,0.9391822034440541,2.9610722670849583
49,2.0899941729093885,0.4966834624581349,0.4753159634517622,1.1553284364375092,3.642542394824584
50,1.6989846961188722,0.4037607436756662,0.1399280965155463,0.9391822034440541,2.9610722670849583
51,0.0,0.0,-1.2010217057835963,0.0,0.0
52,0.059145314180852525,0.049035765829993326,-1.1640642938208077,0.07586419158553317,0.05092856201711448
53,0.07503908429699056,0.06400721149701348,-1.1435323982859251,0.09625072664425584,0.06328910555944763
54,0.8685162300911323,0.9925106186358672,-0.047433809494603775,1.114023698873332,0.8498001044976694
55,0.7067582657614595,0.6592083110187535,-0.4606328344158292,0.9065408683845406,0.6022990081047087
56,0.4716891274792983,0.2883635190025679,-1.202272109915464,0.605023657943255,0.3312840228962345
57,0.6436832219794708,0.9894853371540692,-0.6407452298943119,0.825636112496173,0.7511176338666551
58,3.3881039054747637,3.717687274539141,3.0780459943967164,4.345834786009851,2.8973296578470946
59,2.28024000302481,2.2240140991231927,2.1139149362471903,2.9248059097549537,1.8135227871586657
60,2.3107622293093706,1.3674984406811224,2.1456994766257456,2.9639559938239723,1.5303857385335573
61,2.362447044295413,1.9349171540073573,2.1986737105900054,3.03025079266762,1.8659700095532807
62,1.3728983549748033,1.204837645421533,0.937886942240626,1.760981833840527,1.047566409434103
63,0.6802753251678254,0.5802646317202312,-0.5347967619657925,0.8725718734308513,0.5678404571470356
64,0.5484872434722069,0.3865403131848053,-0.937400940094166,0.7035306498459234,0.39601412344865095
65,0.6691466905712599,0.6317793676943224,-0.5665813023443482,0.8582974566184276,0.5433296799076283
66,0.625916940297756,1.0102368046369872,-0.6937194638585713,0.8028477544338112,0.7379930873717787
67,0.745881685990427,0.7858596471373664,-0.3546843664873099,0.9567234853650856,0.6534475190111126
68,0.6224050573812556,0.4995199764153062,-0.7043143106514237,0.7983431514556499,0.4899093748714254
69,2.3313132007973847,2.3017064000993868,2.1668891702114497,2.9903162027404084,2.0565594665313744
70,1.24206574760277,0.6299122097076618,0.7153951595907352,1.593166172891345,0.7756954775399316
71,2.362447044295413,2.429139599746167,2.1986737105900054,3.03025079266762,1.965186425591129
72,1.2125037546097657,1.3632762843094013,0.6624209256264756,1.5552477556653612,1.1110230736063424
73,0.5549512393382112,0.4073091604653285,-0.916211246508462,0.7118218530896353,0.41763630636648136
74,0.6365350857027465,0.5563503710426972,-0.6619349234800158,0.8164673797320064,0.5010314460368221
75,1.7087846114839418,1.3061641673671074,1.4358447415046665,2.191814600014355,1.2380306811181527
76,0.4344901183609088,0.222148590753816,-1.3400051182225392,0.557309434193927,0.2887523272712505
77,0.2897348435952695,0.2109317038829232,-1.9439113854151002,0.3716355215614342,0.21137065319566167
78,1.565360244491251,1.08980861306985,1.23454265244048,2.007847808963141,1.1263114615778167
79,0.6401021747507984,0.9371673927443908,-0.6513400766871638,0.8210427942122912,0.7417972040417231
80,0.6154221663753522,0.5534111847158438,-0.7255040042371275,0.7893863746013939,0.4794197849021056
81,0.6154221663753522,0.8581667717601654,-0.7255040042371275,0.7893863746013939,0.7058447759342815
82,0.59479604070948,0.4793049629094284,-0.7890730849942391,0.7629297673307273,0.4569946627766205
83,0.5746434347038455,0.4630653725070825,-0.8526421657513503,0.7370805316958581,0.4324559430368276
84,0.7991126477850626,0.9021378428628144,-0.2169513581802348,1.0250014874316935,0.7373061734175002
85,0.9235510975997951,2.105312974952146,0.0038638856121191016,0.3822882275312052,0.7843361653753206
86,0.9911822131229538,2.41120969272499,0.014666788867994338,0.5443523715911569,0.956516756579486
87,0.9568936584433972,2.4341669150913163,0.013130599991983832,0.6972474261116207,0.9591843765588446
88,1.4459479275916658,2.61489457117232,0.11938505308533405,1.3978884623847376,1.9642002908881333
89,1.3114480729741842,0.734366241509818,-0.01668067691085576,0.3103999303380444,0.9638860646895342
90,2.4933844590497376,2.227529057943934,0.06577548409214347,0.7829903110503864,2.215952958811119
91,2.4816779758729743,2.1636893272581954,0.08636500765416058,1.033972980835364,2.2131795811968966
92,2.6375775682609324,1.9627024719154849,0.11301862001992145,1.2658064848576762,2.5117437145763977
93,2.505137886030105,2.256285137544392,0.08817326463347358,1.0437473808466171,2.12130818170202
94,2.564615712793618,1.7738527564568027,0.1229837728824307,1.4176946040956149,2.545608774586104
95,2.1103045840393584,1.8852948108337384,0.0556246390058395,0.8792429728769107,1.627866931768563
96,5.1786842310074,1.5986175484501564,0.12072189026110768,1.2337401969988886,3.433417374425765
97,5.154947093928622,1.5033213761004247,0.1380128469175556,1.4145777033941491,3.4413691533159847
98,4.96842460338181,1.6702832889648775,0.1125847338541992,1.1836491424305269,3.1712212001558298
99,5.372031705355886,1.4153487472425434,0.1697671302446869,1.6980069957009831,3.686762270513438
100,4.527393591206852,1.5532459455263417,0.09450216406106912,1.078580429303465,2.6782888275314667
101,1.3599587448928192,3.0010180042780403,0.0901072453637568,1.1414247604794845,3.6353568077477636
102,1.3535276906307292,2.5804894696934912,0.07732372275759555,0.9862576579285659,1.6462742713375165
103,0.362527866081834,0.5550274462085903,-0.09079850578587224,0.17285012665486346,0.2923368817757617
104,1.9852585312450581,3.800284637206989,0.2021556084185566,1.9192738152753464,3.2835735952786576
105,0.8957043085359837,1.7569053761037268,0.0015860251013024163,0.7517721251990649,1.5656453156309231
106,1.1495143946324329,2.9841567888571183,0.04658335410927447,0.8376019068195469,1.2692616166207973
107,0.4600540296476372,0.9246496317557326,-0.09221146613831756,0.2910273269795992,0.4659583279309685
108,1.1495143946324329,2.9841567888571183,0.04658335410927447,0.8376019068195469,1.2692616166207973
